"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
6377,Maruti,2019,610000,5000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6378,Maruti,2019,630000,4000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6379,Maruti,2013,325000,150000,Petrol,Individual,Manual,2,18.600,1197.000,85.800,5.000
6380,Maruti,2019,600000,18000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6381,Maruti,2019,550000,11500,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6382,Maruti,2018,560000,25000,Petrol,Individual,Manual,1,22.000,1197.000,81.800,5.000
6383,Maruti,2013,400000,40000,Petrol,Individual,Manual,1,18.600,1197.000,85.800,5.000
6384,Maruti,2019,550000,40000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6386,Maruti,2012,328000,123000,Petrol,Individual,Manual,1,18.600,1197.000,85.800,5.000
6387,Maruti,2011,280000,20000,Petrol,Individual,Manual,2,18.600,1197.000,85.800,5.000
6388,Maruti,2020,570000,5000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6389,Maruti,2013,450000,35000,Petrol,Individual,Manual,2,18.600,1197.000,85.800,5.000
6390,Maruti,2012,369000,56246,Petrol,Dealer,Manual,1,18.600,1197.000,85.800,5.000
6391,Maruti,2013,371000,67082,Petrol,Dealer,Manual,2,21.210,1197.000,81.800,5.000
6392,Maruti,2020,600000,5000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6393,Maruti,2019,595000,14548,Petrol,Dealer,Manual,1,21.210,1197.000,81.800,5.000
6394,Maruti,2013,350000,15000,Petrol,Individual,Manual,1,18.600,1197.000,85.800,5.000
6396,Maruti,2019,610000,18000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6397,Maruti,2018,509999,70000,Petrol,Individual,Manual,2,22.000,1197.000,81.800,5.000
6398,Maruti,2018,550000,5000,Petrol,Individual,Manual,1,22.000,1197.000,81.800,5.000
6399,Maruti,2007,130000,120000,Petrol,Individual,Manual,1,16.100,1298.000,88.200,5.000
6400,Maruti,2008,170000,80000,Petrol,Individual,Manual,3,16.100,1298.000,88.200,5.000
6401,Maruti,2006,215000,102000,Petrol,Individual,Manual,3,16.100,1298.000,88.200,5.000
6402,Maruti,2018,610000,52000,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6403,Maruti,2015,500000,150546,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6404,Maruti,2006,189000,93000,Petrol,Individual,Manual,2,16.100,1197.000,85.000,5.000
6405,Maruti,2016,550000,8588,Petrol,Individual,Manual,1,22.000,1197.000,81.800,5.000
6406,Maruti,2009,229999,71000,Petrol,Individual,Manual,1,16.100,1197.000,85.000,5.000
6408,Maruti,2015,475000,51000,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6409,Maruti,2016,520000,20000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6410,Maruti,2016,500000,32000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6411,Maruti,2016,470000,23700,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6412,Maruti,2016,500000,22947,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6413,Maruti,2016,482000,50000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6415,Maruti,2016,500000,100000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6416,Maruti,2015,515000,36600,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6417,Maruti,2017,500000,20000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6418,Maruti,2015,450000,30000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6419,Maruti,2017,573000,30000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6420,Maruti,2015,405000,68000,Petrol,Individual,Manual,2,20.400,1197.000,81.800,5.000
6421,Maruti,2016,550000,20000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6422,Maruti,2016,570000,90000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6423,Maruti,2017,600000,24522,Petrol,Dealer,Manual,1,20.400,1197.000,81.800,5.000
6424,Maruti,2016,470000,23700,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6425,Maruti,2016,540000,20000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6426,Maruti,2015,550000,25000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6427,Maruti,2016,450000,64000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6429,Maruti,2016,500000,60000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6431,Maruti,2015,440000,30000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6433,Maruti,2016,500000,15000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6434,Maruti,2016,500000,40000,Petrol,Individual,Manual,1,20.400,1197.000,81.800,5.000
6435,Maruti,2015,434999,50000,Petrol,Individual,Manual,2,20.400,1197.000,83.110,5.000
6437,Maruti,2015,450000,35000,Petrol,Individual,Manual,2,20.400,1197.000,83.110,5.000
6438,Maruti,2009,270000,80000,Petrol,Individual,Manual,1,16.600,1197.000,85.000,5.000
6439,Maruti,2007,250000,60000,Petrol,Individual,Manual,1,16.600,1197.000,85.000,5.000
6440,Maruti,2014,509999,100000,Diesel,Individual,Manual,2,22.900,1248.000,74.000,5.000
6441,Maruti,2014,650000,68000,Diesel,Individual,Manual,1,22.900,1248.000,74.000,5.000
6442,Maruti,2014,430000,90000,Diesel,Individual,Manual,1,22.900,1248.000,74.000,5.000
6443,Maruti,2013,409999,90000,Diesel,Individual,Manual,1,22.900,1248.000,74.000,5.000
6444,Maruti,2014,390000,90000,Diesel,Individual,Manual,2,22.900,1248.000,74.000,5.000
6445,Maruti,2014,470000,89000,Diesel,Dealer,Manual,1,22.900,1248.000,74.000,5.000
6446,Maruti,2014,440000,70000,Diesel,Individual,Manual,2,22.900,1248.000,74.000,5.000
6447,Maruti,2014,530000,90000,Diesel,Individual,Manual,1,22.900,1248.000,74.000,5.000
6449,Maruti,2017,640000,35000,Diesel,Individual,Manual,2,25.200,1248.000,74.000,5.000
6450,Maruti,2015,600000,25000,Diesel,Individual,Manual,1,25.200,1248.000,74.000,5.000
6451,Maruti,2013,450000,43978,Diesel,Dealer,Manual,2,28.400,1248.000,74.000,5.000
6452,Maruti,2018,700000,60000,Diesel,Individual,Manual,1,28.400,1248.000,74.000,5.000
6454,Maruti,2012,345000,50000,Petrol,Individual,Manual,2,18.600,1197.000,85.800,5.000
6455,Maruti,2012,280000,70000,Petrol,Individual,Manual,2,18.600,1197.000,85.800,5.000
6456,Maruti,2013,411000,62000,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6457,Maruti,2014,434999,50000,Petrol,Individual,Manual,1,18.600,1197.000,85.800,5.000
6458,Maruti,2013,320000,60000,Petrol,Individual,Manual,4,18.600,1197.000,85.800,5.000
6459,Maruti,2013,420000,67000,Petrol,Individual,Manual,1,18.600,1197.000,85.800,5.000
6460,Maruti,2018,750000,15000,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6462,Maruti,2011,325000,58000,Petrol,Individual,Manual,3,16.100,1298.000,88.200,5.000
6463,Maruti,2005,130000,120000,Petrol,Individual,Manual,2,16.100,1298.000,88.200,5.000
6464,Maruti,2007,215000,100750,Petrol,Individual,Manual,2,16.100,1298.000,88.200,5.000
6465,Maruti,2006,120000,44000,Petrol,Individual,Manual,2,16.100,1298.000,88.200,5.000
6466,Maruti,2018,730000,4773,Petrol,Dealer,Manual,1,22.000,1197.000,81.800,5.000
6467,Maruti,2018,720000,20000,Petrol,Individual,Manual,1,22.000,1197.000,81.800,5.000
6468,Maruti,2018,695000,40000,Petrol,Individual,Manual,1,22.000,1197.000,81.800,5.000
6469,Maruti,2020,578000,5000,Petrol,Individual,Manual,1,21.210,1197.000,81.800,5.000
6470,Maruti,2012,300000,100000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6471,Maruti,2011,242000,120000,Diesel,Individual,Manual,1,21.500,1248.000,88.800,5.000
6473,Maruti,2016,620000,28180,Diesel,Dealer,Manual,1,23.650,1248.000,88.500,5.000
6474,Maruti,2015,650000,57000,Diesel,Dealer,Manual,1,23.650,1248.000,88.500,5.000
6475,Maruti,2017,650000,44000,Diesel,Dealer,Manual,1,23.650,1248.000,88.500,5.000
6477,Maruti,2016,675000,108000,Diesel,Dealer,Manual,1,23.650,1248.000,88.500,5.000
6479,Maruti,2017,800000,60000,Diesel,Individual,Manual,1,23.650,1248.000,88.500,5.000
6480,Maruti,2016,675000,52000,Diesel,Individual,Manual,1,23.650,1248.000,88.500,5.000
6481,Maruti,2017,600000,100000,Diesel,Individual,Manual,1,23.650,1248.000,88.500,5.000
6482,Maruti,2015,800000,15000,Diesel,Individual,Manual,1,23.650,1248.000,88.500,5.000
6483,Maruti,2016,825000,33500,Diesel,Individual,Manual,1,23.650,1248.000,88.500,5.000
6487,Maruti,2017,800000,70000,Diesel,Individual,Manual,2,23.650,1248.000,88.500,5.000
6488,Maruti,2016,775000,52000,Diesel,Dealer,Manual,1,23.650,1248.000,88.500,5.000
6489,Maruti,2014,425000,50000,Diesel,Individual,Manual,2,21.790,1248.000,88.730,5.000
6490,Maruti,2012,350000,120000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6491,Maruti,2012,325000,175000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6492,Maruti,2012,310000,25000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6493,Maruti,2007,160000,120000,Petrol,Individual,Manual,2,15.000,1586.000,104.680,5.000
6494,Maruti,2009,150000,110000,Petrol,Individual,Manual,1,15.000,1586.000,104.680,5.000
6495,Maruti,2007,125000,120000,Petrol,Individual,Manual,3,15.000,1586.000,104.680,5.000
6496,Maruti,2008,150000,100000,Petrol,Individual,Manual,4,15.000,1586.000,104.680,5.000
6497,Maruti,2009,250000,125876,Petrol,Individual,Manual,2,15.000,1586.000,104.680,5.000
6498,Maruti,2011,350000,48756,Petrol,Individual,Manual,2,15.500,1586.000,103.300,5.000
6499,Maruti,2011,190000,80000,Petrol,Individual,Manual,3,15.500,1586.000,103.300,5.000
6500,Maruti,2012,260000,99000,Petrol,Individual,Manual,2,15.500,1586.000,103.300,5.000
6501,Maruti,2012,600000,72000,Diesel,Individual,Manual,1,21.500,1248.000,88.800,5.000
6502,Maruti,2011,250000,85000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6503,Maruti,2012,350000,70000,Diesel,Individual,Manual,2,21.500,1248.000,88.800,5.000
6504,Maruti,2011,350000,115000,Diesel,Individual,Manual,4,21.500,1248.000,88.800,5.000
6505,Maruti,2012,380000,80000,Diesel,Individual,Manual,4,21.500,1248.000,88.800,5.000
6506,Maruti,2011,220000,65000,Petrol,Individual,Automatic,3,12.600,1586.000,103.300,5.000
6507,Maruti,2011,260000,65000,Petrol,Individual,Automatic,3,12.600,1586.000,103.300,5.000
6508,Maruti,2009,200000,90000,Petrol,Individual,Automatic,2,12.600,1586.000,103.300,5.000
6509,Maruti,2010,350000,30000,Petrol,Individual,Automatic,1,12.600,1586.000,103.200,5.000
6510,Maruti,2010,300000,22000,Petrol,Individual,Manual,1,15.000,1586.000,104.680,5.000
6511,Maruti,2009,200000,110000,Petrol,Individual,Manual,3,15.000,1586.000,104.680,5.000
6512,Maruti,2010,300000,50000,Petrol,Individual,Manual,1,15.000,1586.000,104.680,5.000
6513,Maruti,2013,295000,60000,Petrol,Individual,Manual,3,16.510,1586.000,103.200,5.000
6514,Maruti,2010,285000,155000,Petrol,Individual,Manual,2,15.500,1586.000,103.300,5.000
6515,Maruti,2008,150000,89000,Petrol,Individual,Manual,2,15.600,1586.000,104.680,5.000
6516,Maruti,2008,111000,110000,Petrol,Individual,Manual,3,15.600,1586.000,104.680,5.000
6517,Chevrolet,2010,280000,100000,Diesel,Individual,Manual,2,14.800,2499.000,80.000,10.000
6518,Chevrolet,2009,295000,195000,Diesel,Individual,Manual,2,14.800,2499.000,80.000,10.000
6519,Chevrolet,2011,650000,250000,Diesel,Individual,Manual,2,14.800,2499.000,80.000,7.000
6520,Chevrolet,2005,160000,220000,Diesel,Individual,Manual,1,14.800,2499.000,80.000,10.000
6521,Chevrolet,2006,225000,100000,Diesel,Individual,Manual,1,14.800,2499.000,80.000,10.000
6522,Chevrolet,2014,600000,110000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,10.000
6523,Chevrolet,2015,434000,120000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,10.000
6524,Chevrolet,2015,509999,197000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,10.000
6525,Chevrolet,2014,575000,70000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,9.000
6526,Chevrolet,2015,425000,70000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,9.000
6527,Chevrolet,2015,580000,110000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,10.000
6528,Chevrolet,2013,454000,120000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,10.000
6529,Chevrolet,2016,620000,120000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,10.000
6531,Chevrolet,2016,409999,60000,Diesel,Individual,Manual,2,12.200,1994.000,105.300,10.000
6532,Chevrolet,2015,600000,80000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,9.000
6533,Chevrolet,2009,305000,230000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,9.000
6534,Chevrolet,2014,600000,90000,Diesel,Individual,Manual,2,13.580,2499.000,72.400,9.000
6535,Chevrolet,2013,600000,90000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,9.000
6536,Chevrolet,2014,500000,50000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,9.000
6537,Chevrolet,2016,900000,100000,Diesel,Individual,Manual,1,13.580,2499.000,72.400,9.000
6538,Chevrolet,2010,409999,210000,Diesel,Individual,Manual,4,12.200,1994.000,105.300,9.000
6539,Chevrolet,2011,350000,120000,Diesel,Individual,Manual,2,12.200,2499.000,80.000,10.000
6540,Chevrolet,2010,270000,185000,Diesel,Individual,Manual,1,14.800,2499.000,80.000,7.000
6541,Chevrolet,2010,285000,265000,Diesel,Individual,Manual,4,14.800,2499.000,80.000,9.000
6542,Nissan,2014,600000,80000,Petrol,Individual,Automatic,2,11.070,2496.000,179.500,5.000
6543,Nissan,2014,472000,90000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6544,Nissan,2016,750000,35000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6545,Nissan,2015,700000,40000,Petrol,Individual,Manual,1,13.240,1598.000,102.500,5.000
6546,Nissan,2016,800000,36000,Diesel,Individual,Manual,1,19.010,1461.000,108.500,5.000
6547,Nissan,2015,750000,70000,Diesel,Individual,Manual,1,19.010,1461.000,108.500,5.000
6548,Nissan,2014,540000,150000,Diesel,Individual,Manual,1,19.010,1461.000,108.500,5.000
6549,Nissan,2014,400000,70000,Diesel,Individual,Manual,3,20.450,1461.000,83.800,5.000
6550,Nissan,2015,480000,60000,Diesel,Individual,Manual,3,20.450,1461.000,83.800,5.000
6551,Nissan,2015,700000,80000,Diesel,Individual,Manual,2,20.450,1461.000,83.800,5.000
6552,Nissan,2015,800000,35000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6553,Nissan,2015,1000000,110000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6554,Nissan,2014,450000,82000,Diesel,Individual,Manual,2,20.450,1461.000,83.800,5.000
6555,Nissan,2016,495000,56832,Diesel,Dealer,Manual,1,19.870,1461.000,83.140,5.000
6556,Nissan,2018,850000,48000,Diesel,Individual,Manual,1,19.870,1461.000,83.140,5.000
6557,Nissan,2018,840000,30000,Diesel,Individual,Manual,1,19.870,1461.000,83.140,5.000
6558,Nissan,2015,580000,90000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6559,Nissan,2014,490000,90000,Diesel,Individual,Manual,2,20.450,1461.000,83.800,5.000
6561,Nissan,2013,509999,170000,Diesel,Individual,Manual,1,20.450,1461.000,83.800,5.000
6562,Nissan,2014,525000,120000,Diesel,Individual,Manual,2,19.010,1461.000,108.500,5.000
6564,Nissan,2017,850000,55000,Diesel,Individual,Automatic,1,19.610,1461.000,108.500,5.000
6566,Nissan,2014,555000,80100,Diesel,Individual,Manual,2,19.010,1461.000,108.500,5.000
6567,Nissan,2014,475000,40000,Diesel,Individual,Manual,1,19.010,1461.000,108.500,5.000
6568,Mahindra,2015,585000,50000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,7.000
6569,Mahindra,2013,770000,85000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,7.000
6570,Mahindra,2017,780000,35000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6571,Mahindra,2016,630000,101000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6572,Mahindra,2017,775000,35000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6573,Mahindra,2018,850000,15000,Diesel,Individual,Manual,2,16.550,2498.000,105.000,6.000
6575,Mahindra,2018,875000,25000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6576,Mahindra,2018,900000,35000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6577,Mahindra,2019,975000,12584,Diesel,Dealer,Manual,1,16.550,2498.000,105.000,6.000
6578,Mahindra,2019,950000,15000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6579,Mahindra,2017,800000,60000,Diesel,Individual,Manual,2,16.550,2498.000,105.000,6.000
6581,Mahindra,2018,900000,26235,Diesel,Dealer,Manual,1,16.550,2498.000,105.000,6.000
6582,Mahindra,2019,974000,15000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6583,Mahindra,2014,700000,40000,Diesel,Individual,Manual,2,16.550,2498.000,105.000,6.000
6584,Mahindra,2014,700000,24000,Diesel,Individual,Manual,1,16.550,2498.000,105.000,6.000
6585,Mahindra,2014,525000,70000,Diesel,Individual,Manual,2,16.550,2498.000,105.000,6.000
6586,Mahindra,2014,550000,80000,Diesel,Individual,Manual,2,16.550,2498.000,105.000,6.000
6587,Mahindra,2018,900000,12000,Diesel,Dealer,Manual,1,16.550,2498.000,105.000,6.000
6589,Mahindra,2014,425000,63000,Diesel,Individual,Manual,2,18.060,2523.000,63.000,7.000
6590,Mahindra,2019,890000,13000,Diesel,Dealer,Manual,1,18.060,2523.000,63.000,7.000
6591,Mahindra,2016,710000,60000,Diesel,Individual,Manual,1,18.060,2523.000,63.000,7.000
6592,Mahindra,2015,750000,16000,Diesel,Individual,Manual,1,18.060,2523.000,63.000,7.000
6593,Tata,2017,325000,120000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6594,Tata,2018,450000,90000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6595,Tata,2017,360000,50000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6596,Tata,2017,450000,80000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6597,Tata,2016,400000,60000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6598,Tata,2017,350000,24000,Diesel,Individual,Manual,2,27.280,1047.000,69.000,5.000
6599,Tata,2016,380000,70000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6600,Tata,2016,400000,35000,Diesel,Individual,Manual,2,27.280,1047.000,69.000,5.000
6601,Tata,2018,540000,33000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6602,Tata,2017,450000,89000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6603,Tata,2016,490000,100000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6604,Tata,2018,325000,100000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6605,Tata,2019,346000,16000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6606,Tata,2016,300000,90000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6607,Tata,2018,400000,20000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6608,Tata,2016,252999,45775,Petrol,Dealer,Manual,1,23.840,1199.000,84.000,5.000
6609,Tata,2018,490000,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6610,Tata,2018,390000,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6611,Tata,2017,350000,60000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6612,Tata,2016,350000,30000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6613,Tata,2017,380000,30000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6614,Tata,2017,328000,68000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6615,Tata,2018,409999,35000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6616,Tata,2019,409999,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6617,Tata,2018,438999,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6618,Tata,2018,350000,50000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6619,Tata,2017,430000,38000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6620,Tata,2017,430000,35000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6621,Tata,2017,400000,40000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6622,Tata,2017,475000,20000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6623,Tata,2016,350000,30000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6624,Tata,2018,500000,5000,Petrol,Individual,Automatic,1,23.840,1199.000,84.000,5.000
6625,Tata,2017,400000,26000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6626,Tata,2017,450000,90000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6627,Tata,2017,425000,42000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6628,Tata,2017,520000,20000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6629,Tata,2018,450000,5000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6630,Tata,2017,450000,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6631,Tata,2017,430000,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6632,Tata,2019,459999,10000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6633,Tata,2017,390000,20000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6635,Tata,2016,350000,15000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6636,Tata,2017,340000,40300,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6637,Tata,2016,399000,40000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6638,Tata,2018,480000,45000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6639,Tata,2016,425000,13500,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6640,Tata,2017,409999,60000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6641,Tata,2018,400000,40000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6642,Tata,2017,450000,15000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6643,Tata,2017,380000,28000,Petrol,Individual,Manual,2,23.840,1199.000,84.000,5.000
6644,Tata,2018,500000,25000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6645,Tata,2019,500000,5000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6646,Tata,2018,560000,26300,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6647,Tata,2017,450000,30000,Petrol,Individual,Manual,1,23.840,1199.000,84.000,5.000
6648,Tata,2019,550000,30000,Petrol,Individual,Automatic,1,23.840,1199.000,83.830,5.000
6649,Tata,2019,525000,9200,Petrol,Individual,Automatic,1,23.840,1199.000,83.830,5.000
6650,Tata,2020,500000,15000,Petrol,Individual,Manual,1,23.840,1199.000,83.830,5.000
6651,Tata,2019,670000,2000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6652,Tata,2019,450000,3500,Petrol,Individual,Manual,1,23.840,1199.000,83.830,5.000
6654,Tata,2019,550000,10000,Petrol,Individual,Manual,1,24.000,1199.000,83.810,5.000
6655,Tata,2018,515000,35000,Petrol,Individual,Manual,1,24.000,1199.000,83.810,5.000
6656,Tata,2019,520000,2560,Petrol,Individual,Automatic,1,24.000,1199.000,83.810,5.000
6657,Tata,2017,350000,120000,Diesel,Individual,Manual,1,27.280,1047.000,69.000,5.000
6658,Tata,2019,490000,33928,Petrol,Dealer,Manual,1,23.840,1199.000,84.480,5.000
6659,Tata,2017,440000,57000,Petrol,Dealer,Manual,1,23.840,1199.000,84.480,5.000
6660,Tata,2018,450000,22966,Petrol,Dealer,Manual,1,23.840,1199.000,84.480,5.000
6661,Tata,2018,500000,50000,Diesel,Individual,Manual,1,24.700,1047.000,69.000,5.000
6662,Tata,2017,420000,110000,Diesel,Individual,Manual,1,24.700,1047.000,69.000,5.000
6663,Tata,2017,597000,15000,Diesel,Individual,Manual,1,24.700,1047.000,69.000,5.000
6664,Tata,2017,550000,50000,Diesel,Individual,Manual,1,24.700,1047.000,69.000,5.000
6665,Tata,2019,450000,25000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6666,Tata,2019,550000,15000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6667,Tata,2018,450000,75000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6668,Tata,2018,450000,35000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6669,Tata,2017,550000,10000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6671,Tata,2018,400000,22000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6672,Tata,2019,520000,14000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6673,Tata,2017,493000,40000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6674,Tata,2018,550000,10000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6675,Tata,2018,535000,30000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6676,Tata,2018,459999,50000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6677,Tata,2017,550000,30000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6678,Tata,2018,550000,23000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6679,Tata,2017,600000,40000,Petrol,Individual,Manual,2,20.300,1199.000,84.000,5.000
6680,Tata,2017,520000,40000,Petrol,Individual,Manual,1,20.300,1199.000,84.000,5.000
6681,Tata,2018,645000,10000,Petrol,Individual,Automatic,1,20.300,1199.000,84.000,5.000
6682,Tata,2017,525000,19723,Petrol,Dealer,Automatic,1,20.300,1199.000,84.000,5.000
6684,Tata,2018,500000,35000,Petrol,Individual,Manual,1,20.300,1199.000,83.810,5.000
6685,Tata,2019,600000,5200,Petrol,Individual,Manual,1,20.300,1199.000,83.810,5.000
6686,Tata,2019,530000,20000,Petrol,Individual,Manual,1,20.300,1199.000,83.810,5.000
6687,Tata,2019,650000,20000,Petrol,Individual,Manual,1,20.300,1199.000,83.810,5.000
6688,Tata,2019,900000,8079,Diesel,Dealer,Manual,1,24.700,1047.000,69.000,5.000
